age,avgmonthlygbdownload,avgmonthlylongdistancecharges,cltv,churncategory,churnreason,churnscore,churn,city,contract,dependents,deviceprotection,internetservice,latitude,longitude,monthlycharges,multiplelines,numberofreferrals,onlinebackup,onlinesecurity,paperlessbilling,partner,paymentmethod,phoneservice,population,referredafriend,satisfactionscore,seniorcitizen,streamingmusic,streamingmovies,streamingtv,techsupport,totalextradatacharges,totallongdistancecharges,totalrefunds,totalrevenue,totalcharges,unlimiteddata,zipcode,customerid,gender,tenure
40,0,29.06,5243,No Churn,No Churn,76,No,Fullerton,Two year,Yes,No internet service,No,33.902211,-117.914922,24.95,Yes,9,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,21157,1,5,0,0,No internet service,No internet service,No internet service,0,1627.36,0.0,3096.26,1468.9,0,92835,2908-WGAXL,Female,56
41,2,0.0,4452,No Churn,No Churn,50,No,Pleasanton,Month-to-month,No,No,DSL,37.633361,-121.862395,34.85,No phone service,0,Yes,No,Yes,No,Bank transfer (automatic),No,36669,0,4,0,0,No,No,Yes,0,0.0,0.0,1267.2,1267.2,1,94566,2908-ZTPNF,Female,36
42,6,44.52,2546,No Churn,No Churn,26,No,Stirling City,One year,No,Yes,DSL,39.904002,-121.527823,90.6,Yes,0,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,28,0,4,0,1,Yes,Yes,Yes,0,1647.24,8.96,4996.93,3358.65,1,95978,2911-IJORQ,Male,37
50,13,0.0,5632,Dissatisfaction,Lack of self-service on Website,67,Yes,Santa Monica,Month-to-month,No,Yes,DSL,34.005439,-118.477507,55.9,No phone service,3,No,Yes,No,Yes,Electronic check,No,26099,1,1,0,1,Yes,Yes,No,0,0.0,0.0,2184.35,2184.35,1,90405,2911-UREFD,Female,39
29,48,41.08,5334,No Churn,No Churn,37,No,Fontana,Month-to-month,Yes,Yes,Fiber optic,34.087558,-117.464096,80.55,Yes,0,No,No,Yes,No,Credit card (automatic),Yes,82630,0,5,0,0,No,No,No,0,739.44,0.0,2146.09,1406.65,1,92335,2911-WDXMV,Male,18
29,41,11.42,5157,No Churn,No Churn,24,No,Reseda,Month-to-month,No,Yes,Fiber optic,34.200175,-118.540958,84.75,Yes,0,No,Yes,Yes,No,Electronic check,Yes,68018,0,4,0,0,No,No,No,0,216.98,49.38,1819.55,1651.95,1,91335,2916-BQZLN,Male,19
36,17,24.09,4580,Other,Moved,90,Yes,Downieville,Month-to-month,No,No,Fiber optic,39.578792,-120.780786,76.65,No,0,Yes,No,Yes,No,Bank transfer (automatic),Yes,404,0,1,0,0,No,No,No,0,96.36,0.0,429.96,333.6,1,95936,2919-HBCJO,Female,4
46,14,11.45,5133,No Churn,No Churn,62,No,Lebec,Month-to-month,Yes,No,Fiber optic,34.845861,-118.885163,69.95,No,10,No,No,Yes,Yes,Credit card (automatic),Yes,1247,1,3,0,0,No,No,No,0,11.45,0.0,81.4,69.95,1,93243,2920-RNCEZ,Male,1
76,15,3.42,2768,No Churn,No Churn,49,No,Glendale,Month-to-month,No,No,Fiber optic,34.167926,-118.267539,83.45,No,0,No,Yes,Yes,Yes,Electronic check,Yes,21990,0,3,1,0,Yes,No,No,0,129.96,24.98,3252.13,3147.15,1,91202,2921-XWDJH,Female,38
38,0,46.23,4890,No Churn,No Churn,69,No,La Verne,One year,Yes,No internet service,No,34.144703,-117.770299,19.7,No,5,No internet service,No internet service,Yes,Yes,Mailed check,Yes,35530,1,5,0,0,No internet service,No internet service,No internet service,0,462.3,0.0,659.84,0.0,0,91750,2923-ARZLG,Male,0
28,48,46.9,4847,No Churn,No Churn,61,No,Orland,One year,No,No,Fiber optic,39.748037,-122.302169,100.55,Yes,7,No,Yes,Yes,Yes,Electronic check,Yes,13706,1,3,0,1,Yes,Yes,No,0,2626.4,0.0,8141.35,5514.95,1,95963,2924-KHUVI,Male,56
37,18,22.64,4403,No Churn,No Churn,30,No,Chula Vista,One year,No,Yes,DSL,32.607964,-117.059459,68.95,Yes,0,Yes,No,Yes,No,Credit card (automatic),Yes,71126,0,5,0,0,No,Yes,No,0,679.2,0.0,2717.9,2038.7,1,91911,2925-MXLSX,Female,30
64,19,28.63,4641,No Churn,No Churn,46,No,Sonora,Two year,Yes,Yes,DSL,37.982716,-120.343732,88.7,Yes,1,Yes,Yes,No,Yes,Credit card (automatic),Yes,25340,1,4,0,1,Yes,Yes,Yes,0,2061.36,0.0,8562.71,6501.35,1,95370,2925-VDZHY,Male,72
26,0,5.27,5066,No Churn,No Churn,38,No,Angelus Oaks,One year,No,No internet service,No,34.1678,-116.86433,20.2,No,0,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,301,0,4,0,0,No internet service,No internet service,No internet service,0,42.16,0.0,183.11,140.95,0,92305,2926-JEJJC,Female,8
64,17,28.36,4190,No Churn,No Churn,43,No,Ramona,Two year,Yes,Yes,Fiber optic,33.044541,-116.833922,104.05,Yes,1,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,33104,1,3,0,1,Yes,No,Yes,0,1503.08,0.0,7069.48,5566.4,1,92065,2927-CVULT,Female,53
44,3,10.13,4120,No Churn,No Churn,79,No,Scott Bar,One year,No,Yes,Fiber optic,41.737962,-123.07557,94.65,Yes,1,Yes,No,Yes,Yes,Electronic check,Yes,88,1,4,0,0,No,Yes,No,0,465.98,0.0,4778.48,4312.5,1,96085,2927-QRRQV,Male,46
31,0,7.72,5346,No Churn,No Churn,47,No,Cypress,Month-to-month,No,No internet service,No,33.818477,-118.038307,20.7,No,0,No internet service,No internet service,No,No,Mailed check,Yes,47344,0,5,0,0,No internet service,No internet service,No internet service,0,46.32,0.0,159.07,112.75,0,90630,2928-HLDBA,Female,6
22,76,38.83,2939,Competitor,Competitor had better devices,80,Yes,Independence,Month-to-month,Yes,Yes,Fiber optic,36.869584,-118.189241,94.2,No,1,No,No,Yes,Yes,Electronic check,Yes,734,1,1,0,1,Yes,Yes,No,0,310.64,0.0,1087.94,777.3,1,93526,2929-ERCFZ,Female,8
21,48,19.16,4886,Competitor,Competitor made better offer,90,Yes,San Diego,One year,No,No,Fiber optic,32.957195,-117.202542,98.25,Yes,1,Yes,No,Yes,Yes,Electronic check,Yes,28201,1,1,0,1,Yes,Yes,No,150,1072.96,0.0,6731.31,5508.35,0,92130,2929-QNSRW,Female,56
29,52,31.14,4403,Competitor,Competitor offered higher download speeds,68,Yes,Riverside,Month-to-month,No,Yes,DSL,33.930931,-117.361788,65.25,Yes,0,No,Yes,No,No,Credit card (automatic),Yes,42425,0,1,0,0,No,No,Yes,120,965.34,0.0,3079.64,1994.3,0,92506,2930-UOTMB,Female,31
76,30,49.9,5254,No Churn,No Churn,58,No,Napa,Month-to-month,No,No,DSL,38.232389,-122.324944,59.9,No,0,Yes,No,Yes,No,Electronic check,Yes,26894,0,5,1,0,No,Yes,No,0,648.7,0.0,1437.05,788.35,1,94559,2931-FSOHN,Male,13
59,22,11.5,2283,No Churn,No Churn,39,No,Vallejo,Month-to-month,Yes,No,Fiber optic,38.161321,-122.271588,110.1,Yes,6,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,42209,1,3,0,1,Yes,Yes,Yes,0,460.0,0.0,4929.1,4469.1,1,94589,2931-SVLTV,Male,40
71,13,19.14,5061,No Churn,No Churn,30,No,Murrieta,One year,No,Yes,Fiber optic,33.548869,-117.334165,94.05,Yes,0,Yes,Yes,Yes,Yes,Electronic check,Yes,36149,0,3,1,0,No,No,Yes,30,1129.26,0.0,6643.16,5483.9,0,92562,2931-VUVJN,Female,59
41,27,47.48,5905,No Churn,No Churn,72,No,Kelseyville,One year,Yes,Yes,Fiber optic,38.93496,-122.792243,103.05,No,7,No,No,No,Yes,Mailed check,Yes,9902,1,4,0,1,Yes,Yes,Yes,0,2374.0,0.0,7527.5,5153.5,1,95451,2931-XIQBR,Female,50
53,52,0.0,2635,Dissatisfaction,Lack of self-service on Website,91,Yes,Carlsbad,Month-to-month,Yes,No,DSL,33.098018,-117.258203,24.4,No phone service,0,No,No,Yes,Yes,Mailed check,No,43161,0,3,0,0,No,No,No,0,0.0,0.0,36.55,36.55,1,92009,2933-FILNV,Female,2
56,2,46.83,2007,No Churn,No Churn,63,No,Ballico,Two year,No,Yes,DSL,37.4695,-120.672724,79.2,Yes,0,No,Yes,No,No,Mailed check,Yes,809,0,4,0,1,Yes,Yes,No,0,2154.18,0.0,5747.98,3593.8,1,95303,2933-XEUJM,Female,46
45,28,42.45,2466,No Churn,No Churn,37,No,Cedar Glen,Month-to-month,Yes,No,DSL,34.255203,-117.175654,64.8,Yes,0,No,Yes,No,No,Electronic check,Yes,455,0,4,0,1,Yes,No,No,0,764.1,0.0,1930.8,1166.7,1,92321,2937-FTHUR,Female,18
59,12,0.0,2553,No Churn,No Churn,66,No,Fallbrook,Month-to-month,No,Yes,DSL,33.362575,-117.299644,33.45,No phone service,0,No,No,Yes,No,Mailed check,No,42239,0,5,0,0,No,No,Yes,30,0.0,0.0,1205.85,1175.85,0,92028,2946-KIQSP,Female,35
47,13,11.86,3677,Dissatisfaction,Service dissatisfaction,82,Yes,Buena Park,Month-to-month,Yes,No,DSL,33.874224,-117.993368,50.6,No,0,No,Yes,No,No,Mailed check,Yes,33528,0,1,0,0,No,No,No,0,11.86,0.0,62.46,50.6,1,90621,2947-DOMLJ,Male,1
28,76,42.33,5436,Competitor,Competitor offered higher download speeds,72,Yes,Sacramento,Month-to-month,Yes,No,Fiber optic,38.608405,-121.449942,80.8,Yes,0,No,No,No,No,Credit card (automatic),Yes,25355,0,2,0,1,No,No,Yes,0,169.32,0.0,501.77,332.45,1,95815,2951-QOQTK,Male,4
30,27,36.52,2264,Competitor,Competitor had better devices,81,Yes,Sacramento,Month-to-month,No,Yes,Fiber optic,38.486938,-121.395805,85.3,Yes,0,Yes,No,Yes,No,Electronic check,Yes,54880,0,1,0,0,No,No,No,0,182.6,0.0,606.75,424.15,1,95828,2952-QAYZF,Male,5
64,17,39.88,5128,No Churn,No Churn,62,No,Los Angeles,Two year,Yes,Yes,DSL,34.001617,-118.222274,64.15,Yes,7,No,Yes,Yes,Yes,Credit card (automatic),Yes,3642,1,3,0,0,No,No,Yes,40,2751.72,0.0,7045.82,4254.1,0,90058,2954-PIBKO,Female,69
41,3,16.61,5174,Competitor,Competitor had better devices,77,Yes,Apple Valley,Month-to-month,Yes,No,Fiber optic,34.424926,-117.184503,80.85,No,1,No,No,No,Yes,Electronic check,Yes,28819,1,1,0,0,No,Yes,No,0,282.37,0.0,1683.22,1400.85,1,92308,2955-BJZHG,Male,17
48,0,43.52,3061,Price,Price too high,91,Yes,Topanga,Month-to-month,No,No internet service,No,34.115192,-118.61017,20.2,No,0,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,5451,0,2,0,0,No internet service,No internet service,No internet service,0,43.52,0.0,63.72,20.2,0,90290,2955-PSXOE,Female,1
71,22,2.05,3079,Attitude,Attitude of service provider,65,Yes,Pioneer,Month-to-month,No,No,Fiber optic,38.546999,-120.271114,78.85,Yes,1,No,Yes,Yes,Yes,Electronic check,Yes,5501,1,1,1,0,No,No,No,0,49.2,0.0,1821.45,1772.25,1,95666,2956-GGUCQ,Male,24
69,3,19.52,4166,No Churn,No Churn,60,No,Vallejo,One year,No,No,Fiber optic,38.105733,-122.186338,84.45,Yes,0,No,No,No,No,Electronic check,Yes,51665,0,4,1,0,No,Yes,No,0,1210.24,0.0,6169.39,4959.15,1,94591,2957-JIRMN,Female,62
49,14,11.12,2887,Competitor,Competitor made better offer,68,Yes,Fallbrook,Month-to-month,No,No,DSL,33.362575,-117.299644,45.4,No,0,No,No,Yes,No,Bank transfer (automatic),Yes,42239,0,3,0,0,No,No,No,0,133.44,0.0,652.34,518.9,1,92028,2957-LOLHO,Male,12
45,0,35.32,4263,No Churn,No Churn,53,No,Sacramento,Month-to-month,No,No internet service,No,38.574856,-121.46504,20.85,No,0,No internet service,No internet service,No,No,Electronic check,Yes,16164,0,5,0,0,No internet service,No internet service,No internet service,0,812.36,0.0,1286.26,473.9,0,95816,2958-NHPPS,Male,23
54,18,0.0,3937,No Churn,No Churn,64,No,Pasadena,Month-to-month,Yes,No,DSL,34.13946,-118.166649,50.9,No phone service,10,No,Yes,Yes,Yes,Bank transfer (automatic),No,10253,1,3,0,1,Yes,Yes,No,0,0.0,0.0,2333.85,2333.85,1,91105,2959-EEXWB,Female,45
64,8,48.38,5850,No Churn,No Churn,28,No,Los Gatos,Month-to-month,No,Yes,Fiber optic,37.160194,-121.945611,85.3,No,0,No,No,Yes,No,Credit card (automatic),Yes,10172,0,5,0,1,Yes,No,No,10,435.42,0.0,1226.82,781.4,0,95033,2959-FENLU,Female,9
60,13,32.43,4167,Dissatisfaction,Product dissatisfaction,65,Yes,Hinkley,Month-to-month,No,No,Fiber optic,34.983808,-117.239306,80.35,No,3,No,No,Yes,Yes,Electronic check,Yes,1933,1,1,0,0,No,Yes,No,0,129.72,0.0,437.12,307.4,1,92347,2959-MJHIC,Male,4
60,24,9.53,5421,No Churn,No Churn,52,No,Mad River,Month-to-month,No,Yes,Fiber optic,40.390301,-123.412327,85.95,No,0,Yes,No,Yes,No,Electronic check,Yes,265,0,3,0,0,No,No,Yes,0,228.72,0.0,2335.87,2107.15,1,95552,2960-NKRSO,Male,24
42,0,24.71,5072,No Churn,No Churn,23,No,Mountain View,Two year,No,No internet service,No,37.388349,-122.075299,25.95,Yes,2,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,13483,1,5,0,0,No internet service,No internet service,No internet service,0,1754.41,0.0,3556.31,1801.9,0,94041,2961-VNFKL,Female,71
56,21,6.47,2699,Competitor,Competitor offered higher download speeds,81,Yes,Sacramento,Month-to-month,No,No,DSL,38.486938,-121.395805,45.15,No,0,No,No,Yes,No,Electronic check,Yes,54880,0,2,0,0,No,No,No,0,12.94,0.0,111.44,98.5,1,95828,2962-XPMCQ,Male,2
29,0,43.57,5160,No Churn,No Churn,51,No,Los Angeles,One year,Yes,No internet service,No,33.964131,-118.272783,18.8,No,9,No internet service,No internet service,No,Yes,Mailed check,Yes,58198,1,3,0,0,No internet service,No internet service,No internet service,0,43.57,0.0,62.37,18.8,0,90003,2967-MXRAV,Male,1
41,3,45.21,4001,Competitor,Competitor offered more data,77,Yes,San Francisco,Month-to-month,No,Yes,Fiber optic,37.770533,-122.445121,100.6,Yes,0,No,No,Yes,No,Electronic check,Yes,38756,0,1,0,1,Yes,Yes,No,0,452.1,0.0,1512.3,1060.2,1,94117,2968-SSGAA,Female,10
53,21,0.0,2580,No Churn,No Churn,58,No,Los Altos,Month-to-month,No,No,DSL,37.349546,-122.134356,51.4,No phone service,0,Yes,No,No,No,Electronic check,No,18486,0,5,0,1,Yes,Yes,No,0,0.0,0.0,96.8,96.8,1,94022,2969-QWUBZ,Female,2
28,73,35.99,4363,No Churn,No Churn,48,No,Fresno,One year,No,No,DSL,36.799648,-119.801247,60.5,No,0,Yes,Yes,No,No,Credit card (automatic),Yes,26580,0,3,0,0,No,No,Yes,0,2411.33,0.0,6281.33,3870.0,1,93704,2969-VAPYH,Female,67
39,29,18.91,3334,No Churn,No Churn,54,No,Bradley,One year,Yes,Yes,DSL,35.842889,-121.004862,69.45,No,1,Yes,Yes,No,Yes,Electronic check,Yes,1363,1,3,0,0,No,Yes,No,0,132.37,0.0,609.42,477.05,1,93426,2969-WGHQO,Female,7
34,23,38.4,5631,No Churn,No Churn,79,No,Millbrae,Month-to-month,No,Yes,DSL,37.601248,-122.403099,78.75,Yes,0,No,Yes,Yes,No,Electronic check,Yes,20350,0,4,0,1,Yes,Yes,No,50,499.2,0.0,1544.55,995.35,0,94030,2971-SGAFL,Female,13
47,7,38.94,4507,No Churn,No Churn,70,No,Posey,One year,No,No,Fiber optic,35.861928,-118.636698,94.7,Yes,0,Yes,No,No,No,Electronic check,Yes,266,0,4,0,1,Yes,No,Yes,0,2219.58,0.0,7688.53,5468.95,1,93260,2972-YDYUW,Female,57
74,16,11.32,3273,No Churn,No Churn,48,No,Granite Bay,Month-to-month,No,No,Fiber optic,38.749466,-121.184196,91.95,Yes,0,Yes,No,Yes,Yes,Credit card (automatic),Yes,20675,0,5,1,0,No,Yes,No,0,407.52,17.76,3690.81,3301.05,1,95746,2974-GGUXS,Female,36
61,24,13.28,5813,No Churn,No Churn,74,No,Coachella,Two year,No,Yes,DSL,33.680031,-116.171678,90.05,Yes,0,Yes,Yes,Yes,No,Credit card (automatic),Yes,23170,0,4,0,1,Yes,Yes,Yes,0,876.48,0.0,6842.43,5965.95,1,92236,2977-CEBSX,Female,66
33,24,32.75,3995,No Churn,No Churn,47,No,Doyle,Month-to-month,No,No,DSL,40.012675,-120.101857,59.05,Yes,0,No,Yes,Yes,No,Mailed check,Yes,1177,0,4,0,0,No,No,Yes,0,720.5,0.0,1974.0,1253.5,1,96109,2978-XXSOG,Female,22
57,12,25.79,4103,Other,Moved,66,Yes,Berkeley,Month-to-month,Yes,Yes,Fiber optic,37.863843,-122.275684,94.4,Yes,1,No,Yes,No,Yes,Electronic check,Yes,19763,1,1,0,0,No,Yes,No,0,438.43,0.0,2045.63,1607.2,1,94703,2979-SXESE,Female,17
75,16,39.61,4291,Competitor,Competitor made better offer,67,Yes,San Diego,Month-to-month,No,No,Fiber optic,32.886925,-117.152162,74.45,Yes,0,No,No,Yes,No,Mailed check,Yes,74232,0,3,1,0,No,No,No,0,39.61,0.0,114.06,74.45,1,92126,2982-IHMFT,Female,1
64,18,25.67,2120,Competitor,Competitor made better offer,67,Yes,South Pasadena,Month-to-month,No,No,Fiber optic,34.110444,-118.156957,94.0,Yes,1,No,No,Yes,Yes,Electronic check,Yes,23984,1,1,0,1,Yes,Yes,No,0,282.37,0.0,1361.27,1078.9,1,91030,2982-VPSGI,Female,11
27,59,8.5,5799,Competitor,Competitor had better devices,90,Yes,La Puente,Month-to-month,Yes,No,Fiber optic,34.031441,-117.936436,73.55,No,1,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,84965,1,1,0,1,No,No,No,0,17.0,0.0,162.4,145.4,1,91744,2983-ZANRP,Female,2
52,28,17.01,2813,No Churn,No Churn,70,No,Rough And Ready,Month-to-month,No,No,Fiber optic,39.225634,-121.156163,95.4,No,0,Yes,No,No,No,Electronic check,Yes,1601,0,3,0,1,Yes,Yes,No,0,51.03,0.0,344.18,293.15,1,95975,2984-AFWNC,Female,3
51,29,7.26,5882,Dissatisfaction,Network reliability,71,Yes,Guadalupe,Month-to-month,No,Yes,Fiber optic,34.936,-120.594655,74.8,No,0,No,No,Yes,No,Bank transfer (automatic),Yes,5726,0,1,0,0,No,No,No,0,29.04,0.0,350.94,321.9,1,93434,2984-MIIZL,Male,4
38,0,5.27,5325,No Churn,No Churn,72,No,Winnetka,Two year,Yes,No internet service,No,34.209532,-118.577563,19.75,No,9,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,43857,1,4,0,0,No internet service,No internet service,No internet service,0,363.63,0.0,1739.03,1375.4,0,91306,2984-RGEYA,Female,69
38,25,32.22,6378,No Churn,No Churn,25,No,Barstow,Two year,Yes,Yes,Fiber optic,34.965648,-117.001509,104.9,Yes,6,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,31293,1,4,0,1,Yes,No,Yes,0,2319.84,0.0,10052.49,7732.65,1,92311,2984-TBYKU,Male,72
46,23,18.12,4861,No Churn,No Churn,73,No,Myers Flat,Month-to-month,No,No,Fiber optic,40.267158,-123.805913,93.5,Yes,0,No,No,Yes,No,Electronic check,Yes,644,0,3,0,1,Yes,Yes,No,0,416.76,0.0,2758.31,2341.55,1,95554,2985-FMWYF,Female,23
32,75,13.86,3718,No Churn,No Churn,64,No,Dulzura,Month-to-month,Yes,Yes,DSL,32.622999,-116.687855,74.55,Yes,5,No,No,Yes,Yes,Electronic check,Yes,727,1,5,0,1,Yes,Yes,No,0,554.4,0.0,3570.15,3015.75,1,91917,2985-JUUBZ,Male,40
44,10,16.93,4180,No Churn,No Churn,45,No,Tulare,Two year,No,Yes,DSL,36.185471,-119.375243,84.7,Yes,0,Yes,Yes,No,No,Mailed check,Yes,56101,0,4,0,1,Yes,Yes,No,0,1185.1,0.0,7176.15,5991.05,1,93274,2987-BJXIK,Female,70
68,25,38.5,5129,No Churn,No Churn,64,No,Knights Landing,Month-to-month,No,No,Fiber optic,38.875508,-121.765866,90.85,Yes,10,No,Yes,Yes,Yes,Electronic check,Yes,1793,1,4,1,1,Yes,No,No,0,2695.0,0.0,9165.1,6470.1,1,95645,2988-GBIVW,Female,70
58,17,29.51,2754,No Churn,No Churn,67,No,Sierraville,One year,No,Yes,DSL,39.559709,-120.345639,69.95,No,0,No,No,Yes,No,Electronic check,Yes,227,0,5,0,1,Yes,Yes,No,30,88.53,0.0,338.98,220.45,0,96126,2988-PLAHS,Female,3
27,73,5.71,5798,No Churn,No Churn,30,No,Santa Rosa,Two year,No,Yes,Fiber optic,38.488431,-122.752839,110.05,Yes,0,Yes,Yes,Yes,No,Credit card (automatic),Yes,40270,0,3,0,1,Yes,Yes,No,0,393.99,23.16,7801.58,7430.75,1,95403,2988-QRAJY,Male,69
58,25,47.92,2898,Competitor,Competitor had better devices,82,Yes,Ontario,Month-to-month,No,No,Fiber optic,34.074087,-117.605618,89.5,No,0,No,No,Yes,No,Electronic check,Yes,49474,0,1,0,1,Yes,Yes,No,0,287.52,0.0,860.82,573.3,1,91764,2990-HWIML,Female,6
55,20,45.41,4200,No Churn,No Churn,68,No,San Francisco,Two year,No,Yes,DSL,37.750021,-122.415201,92.0,Yes,0,Yes,Yes,No,No,Bank transfer (automatic),Yes,74641,0,3,0,1,Yes,Yes,Yes,0,3269.52,0.0,9902.27,6632.75,1,94110,2990-IAJSV,Male,72
41,23,3.2,5037,No Churn,No Churn,31,No,Fullerton,Two year,No,Yes,DSL,33.879983,-117.895482,86.15,Yes,1,Yes,No,No,Yes,Bank transfer (automatic),Yes,34592,1,5,0,1,Yes,Yes,Yes,0,214.4,0.0,6098.25,5883.85,1,92831,2990-OGYTD,Female,67
74,22,19.76,5098,Other,Moved,69,Yes,Long Beach,One year,No,No,Fiber optic,33.752524,-118.210737,99.2,No,1,Yes,No,Yes,Yes,Credit card (automatic),Yes,38427,1,3,1,1,Yes,Yes,Yes,0,790.4,0.0,4852.6,4062.2,1,90802,2995-UPRYS,Female,40
20,0,31.58,5396,No Churn,No Churn,79,No,Browns Valley,Two year,Yes,No internet service,No,39.292334,-121.320597,24.9,Yes,1,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,1477,1,3,0,0,No internet service,No internet service,No internet service,0,600.02,0.0,1067.72,467.7,0,95918,2995-YWTCD,Female,19
25,59,0.0,5055,No Churn,No Churn,57,No,Needles,Two year,No,No,DSL,34.711224,-114.702256,40.05,No phone service,0,No,No,Yes,No,Mailed check,No,5488,0,5,0,1,Yes,No,Yes,0,0.0,0.0,2799.75,2799.75,1,92363,2996-XAUVF,Male,70
23,71,17.35,5138,No Churn,No Churn,56,No,Sacramento,Two year,No,No,DSL,38.619049,-121.517552,71.05,No,0,Yes,Yes,No,No,Credit card (automatic),Yes,31422,0,4,0,0,No,Yes,Yes,140,364.35,16.91,2012.29,1524.85,0,95833,2999-AANRQ,Female,21
76,22,43.51,3966,Attitude,Attitude of support person,79,Yes,Angels Camp,Month-to-month,No,Yes,Fiber optic,38.071327,-120.632221,104.9,Yes,1,No,No,Yes,Yes,Electronic check,Yes,4264,1,1,1,0,Yes,Yes,Yes,0,1392.32,33.73,4710.14,3351.55,1,95222,3001-CBHLQ,Male,32
69,19,49.36,3733,No Churn,No Churn,58,No,Burbank,Month-to-month,Yes,Yes,Fiber optic,34.169706,-118.323548,103.95,Yes,1,No,No,Yes,Yes,Electronic check,Yes,18539,1,4,1,0,Yes,Yes,No,0,1431.44,0.0,4396.24,2964.8,1,91506,3001-UNBTL,Male,29
25,82,16.38,3982,No Churn,No Churn,55,No,Murrieta,Month-to-month,No,No,Fiber optic,33.581045,-117.14719,74.2,Yes,0,No,No,Yes,No,Electronic check,Yes,18311,0,5,0,0,No,No,No,0,475.02,0.0,2468.27,1993.25,1,92563,3002-WQZWT,Female,29
22,52,29.81,3273,No Churn,No Churn,52,No,Santa Paula,Month-to-month,No,No,Fiber optic,34.402343,-119.094824,95.15,No,0,No,No,Yes,Yes,Electronic check,Yes,32511,0,3,0,1,Yes,Yes,Yes,80,745.25,0.0,3220.95,2395.7,0,93060,3003-CMDUU,Female,25
73,21,8.93,5543,Price,Price too high,69,Yes,Valencia,Month-to-month,No,No,Fiber optic,34.457005,-118.573726,98.8,Yes,0,No,Yes,Yes,No,Electronic check,Yes,17846,0,2,1,1,Yes,Yes,No,0,491.15,0.0,6108.9,5617.75,1,91354,3005-NFMTA,Male,55
54,25,33.66,4768,No Churn,No Churn,46,No,Tollhouse,Month-to-month,No,Yes,Fiber optic,36.993666,-119.348267,103.65,Yes,4,Yes,No,Yes,Yes,Credit card (automatic),Yes,2633,1,5,0,1,Yes,Yes,No,0,1851.3,0.0,7527.95,5676.65,1,93667,3005-TYFRD,Female,55
34,13,42.89,5299,Dissatisfaction,Lack of self-service on Website,79,Yes,Garden Valley,Month-to-month,Yes,No,Fiber optic,38.852544,-120.837669,94.2,Yes,0,No,No,Yes,No,Bank transfer (automatic),Yes,2536,0,2,0,1,Yes,Yes,No,0,85.78,0.0,279.58,193.8,1,95633,3006-XIMLN,Female,2
28,0,13.89,2107,No Churn,No Churn,46,No,Fallbrook,Month-to-month,No,No internet service,No,33.362575,-117.299644,20.7,No,0,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,42239,0,4,0,0,No internet service,No internet service,No internet service,0,27.78,0.0,67.63,39.85,0,92028,3007-FDPEA,Female,2
58,9,22.64,5016,Attitude,Attitude of service provider,92,Yes,Five Points,One year,No,Yes,Fiber optic,36.397745,-120.119911,96.75,Yes,0,No,No,Yes,No,Electronic check,Yes,1852,0,2,0,1,Yes,Yes,No,0,1403.68,0.0,7529.08,6125.4,1,93624,3009-JWMPU,Male,62
41,0,24.1,5188,No Churn,No Churn,31,No,Foresthill,Month-to-month,Yes,No internet service,No,39.031876,-120.811141,20.0,No,0,No internet service,No internet service,Yes,No,Electronic check,Yes,5714,0,3,0,0,No internet service,No internet service,No internet service,0,457.9,0.0,835.45,377.55,0,95631,3011-WQKSZ,Male,19
61,0,5.01,4058,No Churn,No Churn,74,No,Richvale,Month-to-month,Yes,No internet service,No,39.495768,-121.747472,20.65,No,7,No internet service,No internet service,No,Yes,Mailed check,Yes,74,1,3,0,0,No internet service,No internet service,No internet service,0,35.07,0.0,194.02,158.95,0,95974,3012-VFFMN,Female,7
26,59,3.35,4910,No Churn,No Churn,40,No,San Luis Obispo,Month-to-month,No,Yes,Fiber optic,35.233745,-120.626442,75.3,No,10,No,No,Yes,Yes,Credit card (automatic),Yes,27047,1,4,0,0,No,No,No,0,97.15,0.0,2360.55,2263.4,1,93401,3014-WJKSM,Male,29
47,22,0.0,3664,No Churn,No Churn,62,No,Rancho Palos Verdes,Month-to-month,No,No,DSL,33.753146,-118.367459,33.75,No phone service,4,No,No,No,Yes,Mailed check,No,41263,1,3,0,0,No,Yes,No,0,0.0,0.0,1009.25,1009.25,1,90275,3016-KSVCP,Male,29
44,3,18.38,2850,Dissatisfaction,Poor expertise of phone support,76,Yes,Hathaway Pines,Month-to-month,No,Yes,Fiber optic,38.184914,-120.364085,81.7,No,0,No,Yes,No,No,Bank transfer (automatic),Yes,335,0,1,0,0,No,No,No,0,220.56,0.0,1079.16,858.6,1,95233,3018-TFTSU,Male,12
